; Zeus eventmsg.zh-CN.txt (UTF-8)
;REASON PHRASES FOR AUTOMATICALLY TRIGGERED EVENTS

	;Provocation (HIGH BENEVOLENCE/HOSTILITY)
PHRASE_really_benevolent		"由于[leader_name]真的非常喜欢你，"
;*****Colony terrorized by [monster] **********************
PHRASE_colony_terrorized_title 					"[monster]威胁[city_name]"
PHRASE_colony_terrorized_oracle_prediction 		"大事不好，[player_name]！我，神谕所的女祭司，预见到可怕的[monster]将在一年之内进攻[city_name]。其执政官[leader_name]没有足够的力量单独应付。如果你想[city_name]不受伤害的话，现在就把部队派去吧。"
PHRASE_colony_terrorized_initial_announcement 		"尊敬的[player_name]。我，[city_name]的执政官[leader_name]，吓得浑身发抖。可怕的[monster]正在进攻我的城市，我需要你的帮助。请在[travel_time]个月内派部队过来。"
PHRASE_colony_terrorized_first_reminder 			"哦，伟大的[player_name]，我已经欲哭无泪了！[monster]比传说的还要可怕。如果你的部队还不能马上赶到[city_name]的话，[monster]就要把我的城市毁掉了！"
PHRASE_colony_terrorized_last_reminder 			"最英勇的[player_name]，我已经准备收拾东西撤离[city_name]了。没有你的帮助，我的城市不可能打败[monster]。可是你的部队到现在还没有来。快来帮帮我们吧，否则我[leader_name]就真的只好另找地方安家了。"
PHRASE_colony_terrorized_early_reason 	 		 	"由于你的部队提前到达，"
PHRASE_colony_terrorized_comply_reason 	 		"由于你派去的部队打败了[monster]，"
PHRASE_colony_terrorized_too_late_reason  			"由于你的部队太晚才到达，城市已经被[monster]破坏得不象样了。因此，"
PHRASE_colony_terrorized_refuse_reason 	 		"由于你没有派部队去对付[monster]，"
PHRASE_colony_terrorized_lost_battle_reason 		"由于你派去的部队没有打败[monster]，"
PHRASE_colony_terrorized_no_reason 				""

PHRASE_CONDENSED_colony_terrorized_title 					"n/a"
PHRASE_CONDENSED_colony_terrorized_oracle_prediction 		"现在预见到[monster]将进攻[city_name]。"
PHRASE_CONDENSED_colony_terrorized_initial_announcement 		"[city_name]请求你在[travel_time]个月内派兵支援。[monster]正在进攻城市。"
PHRASE_CONDENSED_colony_terrorized_first_reminder 			"马上派部队到[city_name]去。"
PHRASE_CONDENSED_colony_terrorized_last_reminder 			"马上将部队派去，否则就来不及了。"
PHRASE_CONDENSED_colony_terrorized_early_reason 	 		 "由于你的部队提前到达[city_name]"
PHRASE_CONDENSED_colony_terrorized_comply_reason 	 		"由于你的部队成功保护了[city_name]"
PHRASE_CONDENSED_colony_terrorized_too_late_reason  		"由于你的部队太晚才到达，没能帮上[city_name]"
PHRASE_CONDENSED_colony_terrorized_refuse_reason 	 		"由于你没有派部队去保护[city_name]，"
PHRASE_CONDENSED_colony_terrorized_lost_battle_reason 		"由于你派去[city_name]的部队没有战胜"
PHRASE_CONDENSED_colony_terrorized_no_reason 				""

;*****Parent city terrorized by [monster] **********************
PHRASE_parentcity_terrorized_title 					"[monster]威胁[city_name]"
PHRASE_parentcity_terrorized_oracle_prediction 		"我，神谕所的女祭司，有一个不好的消息要告诉你，[player_name]。可怕的[monster]将在一年之内进攻你的母城[city_name]，其执政官[leader_name]将向你求助。如果你现在就把部队派去，你们就一定能够保住城市。"
PHRASE_parentcity_terrorized_initial_announcement 		"尊敬的[player_name]，你的母城[city_name]需要你的支援。我，[leader_name]，很遗憾地告诉你[monster]正打算进攻我们的城市。请在[travel_time]个月内将援兵派来，帮我们一起保卫城市。"
PHRASE_parentcity_terrorized_first_reminder 			"不要把我们忘了，[player_name]！可怕的[monster]已经开始进攻[city_name]了。我，你忠诚的代理执政官[leader_name]，需要你的援助才能打败它。请赶快将部队派来。"
PHRASE_parentcity_terrorized_last_reminder 			"为什么，[leader_name]？我急需你的援助来保卫母城[city_name]，你却迟迟不肯发兵？如果你再不把部队派来的话，你就没有母城可言了！"
PHRASE_parentcity_terrorized_early_reason 	 		 	"由于你提前派兵去对付[monster]，"
PHRASE_parentcity_terrorized_comply_reason 	 		"由于你成功击败了[monster]，保卫了母城，"
PHRASE_parentcity_terrorized_too_late_reason			"由于你没有及时派兵来对付[monster]，"
PHRASE_parentcity_terrorized_refuse_reason 	 		"由于你拒绝帮助我们对付[monster]，"
PHRASE_parentcity_terrorized_lost_battle_reason 		"由于我们的母城[city_name]遭到[monster]破坏，"
PHRASE_parentcity_terrorized_no_reason 				""

PHRASE_CONDENSED_parentcity_terrorized_title 					"NA"
PHRASE_CONDENSED_parentcity_terrorized_oracle_prediction 		"先知预见到[monster]将进攻[city_name]。"
PHRASE_CONDENSED_parentcity_terrorized_initial_announcement 		"[city_name]需要你在[travel_time]个月内派兵对付[monster]。"
PHRASE_CONDENSED_parentcity_terrorized_first_reminder 			"尽快派兵支援[city_name]。"
PHRASE_CONDENSED_parentcity_terrorized_last_reminder 			"马上派兵去[city_name]，再晚就来不及了。"
PHRASE_CONDENSED_parentcity_terrorized_early_reason 	 		 	"由于援兵提前到达[city_name]，"
PHRASE_CONDENSED_parentcity_terrorized_comply_reason 	 		"由于你成功保卫了[city_name]"
PHRASE_CONDENSED_parentcity_terrorized_too_late_reason			"由于你太晚才派部队去帮助[city_name]"
PHRASE_CONDENSED_parentcity_terrorized_refuse_reason 	 		"由于你没有派部队帮助[city_name]"
PHRASE_CONDENSED_parentcity_terrorized_lost_battle_reason 		"由于你派去的部队实力太弱"
PHRASE_CONDENSED_parentcity_terrorized_no_reason 				""


;********Monster Scared off*****************
PHRASE_monster_scared_off_title 					"[monster]逃离"
PHRASE_monster_scared_off_initial_announcement 		"尊敬的[player_name]，畏于我们坚固的防御，[monster]连战斗的勇气都没有了，它飞快地逃离了[city_name]。[city_name]的人民都很感激你，而他们的执政官[leader_name]更是把你称为英雄！"
PHRASE_monster_scared_off_no_reason	  			"N/A"

PHRASE_CONDENSED_monster_scared_off_title 					"n/a"
PHRASE_CONDENSED_monster_scared_off_initial_announcement 		"[monster]逃离[city_name]"
PHRASE_CONDENSED_monster_scared_off_no_reason	  			"N/A"


;********Ally destroyed by [monster]****************************
PHRASE_ally_destroyed_by_monster_title 					"[city_name]被摧毁"
PHRASE_ally_destroyed_by_monster_initial_announcement 	"哦，伟大的[player_name]，一场悲剧发生了。可怕的[monster]摧毁了[city_name]。城市的执政官[leader_name]逃到别处去建立新的城市去了。"
PHRASE_ally_destroyed_by_monster_no_reason	  			"N/A"

PHRASE_CONDENSED_ally_destroyed_by_monster_title 					"n/a"
PHRASE_CONDENSED_ally_destroyed_by_monster_initial_announcement 	"[monster]将[city_name]摧毁了。"
PHRASE_CONDENSED_ally_destroyed_by_monster_no_reason	  			"N/A"

;********Vassal destroyed by [monster]****************************
PHRASE_vassal_destroyed_by_monster_title 					"[city_name]被摧毁"
PHRASE_vassal_destroyed_by_monster_initial_announcement 	"高贵的[player_name]，我们的附庸城[city_name]被[monster]摧毁了。城市的执政官[leader_name]也不知去向了。"
PHRASE_vassal_destroyed_by_monster_no_reason	  			"N/A"

PHRASE_CONDENSED_vassal_destroyed_by_monster_title 					"n/a"
PHRASE_CONDENSED_vassal_destroyed_by_monster_initial_announcement 	"[monster]将[city_name]摧毁了。"
PHRASE_CONDENSED_vassal_destroyed_by_monster_no_reason	  			"N/A"

;********Colony devastated by [monster]****************************
PHRASE_colony_devastated_by_monster_title 					"[city_name]被摧毁"
PHRASE_colony_devastated_by_monster_initial_announcement 	"你好，[player_name]。我们在[city_name]遭到了[monster]的袭击，城市变成了一片废墟。由于重建需要一段时间，所以在此期间，我[leader_name]将不能与你进行贸易，也不能向你进贡贡品或满足你的要求了。"
PHRASE_colony_devastated_by_monster_no_reason	  			"N/A"

PHRASE_CONDENSED_colony_devastated_by_monster_title 					"n/a"
PHRASE_CONDENSED_colony_devastated_by_monster_initial_announcement 	"[monster]将[city_name]摧毁了。"
PHRASE_CONDENSED_colony_devastated_by_monster_no_reason	  			"N/A"

;********Parent city destroyed by [monster]****************************
PHRASE_parent_city_destroyed_by_monster_title 					"[city_name]被[monster]摧毁"
PHRASE_parent_city_destroyed_by_monster_initial_announcement 	"[player_name]，一切都完了！我们的母城[city_name]被摧毁了。"
PHRASE_parent_city_destroyed_by_monster_no_reason	  			"N/A"

PHRASE_CONDENSED_parent_city_destroyed_by_monster_title 					"n/a"
PHRASE_CONDENSED_parent_city_destroyed_by_monster_initial_announcement 	"我们的母城被摧毁了！"
PHRASE_CONDENSED_parent_city_destroyed_by_monster_no_reason	  			"N/A"



;********INDEPENDENT MONSTER INVADES****************************************
;****************hydra invades******************************
PHRASE_independent_hydra_invades_title 					"九头蛇进攻！"
PHRASE_independent_hydra_invades_oracle_prediction		"你好，[player_name]。我，神谕所的先知，预见到九头蛇将在一年之内向你的城市进发！"
PHRASE_independent_hydra_invades_initial_announcement	"哦，伟大的[player_name]。[reason_phrase]九头蛇正向你的城市而来！它将在[time_until_attack]个月内到达。"
PHRASE_independent_hydra_invades_2year_reminder 			"尊敬的[player_name]，九头蛇越来越接近了。两年之内它就能到达这里了。"
PHRASE_independent_hydra_invades_1year_reminder 			"英勇的[player_name]，再过一年时间九头蛇就要来了！你的人民很快就要见到它的厉害了！"
PHRASE_independent_hydra_invades_6month_warning 			"高贵的[player_name]，九头蛇马上就要到这儿了！六个月内，这头怪兽将把这里当成自己的家！"
PHRASE_independent_hydra_invades_1month_Warning 			"哦，伟大的[player_name]。从边境传来的股股恶臭只能说明一件事情：九头蛇就要到了。"
PHRASE_independent_hydra_invades_city_attacked_alert  	"英勇的[player_name]，九头蛇已经到达了你的城市！它一定会给你的城市和人民带来很多不幸！"
PHRASE_independent_hydra_invades_reason  	 	 		"由于他能够对付九头蛇，"
PHRASE_independent_hydra_invades_no_reason	  	 		"为了可以有更多的人给它吃，"
PHRASE_independent_hydra_invades_disembarked_alert  	    "尊敬的[player_name]，九头蛇已经在我们的土地上了。希望你已经做好了对付它的准备！"

PHRASE_CONDENSED_independent_hydra_invades_title 					"n/a"
PHRASE_CONDENSED_independent_hydra_invades_oracle_prediction		"先知们预见到九头蛇将在一年之内向你的城市进发。"
PHRASE_CONDENSED_independent_hydra_invades_initial_announcement	"九头蛇将在[time_until_attack]个月内进攻你的城市。"
PHRASE_CONDENSED_independent_hydra_invades_2year_reminder 			"九头蛇将在两年之内进攻你的城市。"
PHRASE_CONDENSED_independent_hydra_invades_1year_reminder 			"九头蛇将在一年之内进攻你的城市。"
PHRASE_CONDENSED_independent_hydra_invades_6month_warning 			"九头蛇将在六个月之内进攻你的城市。"
PHRASE_CONDENSED_independent_hydra_invades_1month_Warning 			"九头蛇将在一个月之内进攻你的城市。"
PHRASE_CONDENSED_independent_hydra_invades_city_attacked_alert  	"九头蛇已经踏上了我们的土地！"
PHRASE_CONDENSED_independent_hydra_invades_reason  	 	 		"由于他能够对付九头蛇，"
PHRASE_CONDENSED_independent_hydra_invades_no_reason  	 		""
PHRASE_CONDENSED_independent_hydra_invades_disembarked_alert  	    "九头蛇正在进攻城市！"

;****************kraken invades******************************
PHRASE_independent_kraken_invades_title 					"海妖进攻！"
PHRASE_independent_kraken_invades_oracle_prediction		"你好，[player_name]。我，神谕所的女祭司，预见到海洋的怪兽将在一年之内朝你的城市而来！"
PHRASE_independent_kraken_invades_initial_announcement	"最高贵的[player_name]。[reason_phrase]海妖正朝你的城市而来！它会在[time_until_attack]个月内出现在你的水域上。"
PHRASE_independent_kraken_invades_2year_reminder 			"尊敬的[player_name]，海妖正在接近我们的水域，我们的船只都已经能感觉到它击起的波涛了！它将在两年之内到达。"
PHRASE_independent_kraken_invades_1year_reminder 			"哦，伟大的[player_name]，一年之内海妖就要到达我们这里了！"
PHRASE_independent_kraken_invades_6month_warning 			"高贵的[player_name]，六个月内海妖就要进攻我们的城市了。如果我们不准备一下的话，谁也不知道后果会怎么样！"
PHRASE_independent_kraken_invades_1month_Warning 			"尊敬的[player_name]，人们已经开始恐慌了。一个月内海妖就要到了！"
PHRASE_independent_kraken_invades_city_attacked_alert  	"哦，伟大的[player_name]，海妖已经到我们这儿了！只要有它在，海洋就再也不会平静了！"
PHRASE_independent_kraken_invades_reason  	 	 		"由于他能够对付海妖，"
PHRASE_independent_kraken_invades_no_reason	  	 		"为了给你制造麻烦，"
PHRASE_independent_kraken_invades_disembarked_alert  	    "[greeting][player_name]。海妖到达了我们的水域，开始了它的进攻。"

PHRASE_CONDENSED_independent_kraken_invades_title 					"n/a"
PHRASE_CONDENSED_independent_kraken_invades_oracle_prediction		"先知们预见到海妖将在一年之内向你的城市进发。"
PHRASE_CONDENSED_independent_kraken_invades_initial_announcement	"海妖将在[time_until_attack]个月内进攻你的城市。"
PHRASE_CONDENSED_independent_kraken_invades_2year_reminder 			"海妖将在两年之内进攻你的城市。"
PHRASE_CONDENSED_independent_kraken_invades_1year_reminder 			"海妖将在一年之内进攻你的城市。"
PHRASE_CONDENSED_independent_kraken_invades_6month_warning 			"海妖将在六个月之内进攻你的城市。"
PHRASE_CONDENSED_independent_kraken_invades_1month_Warning 			"海妖将在一个月之内进攻你的城市。"
PHRASE_CONDENSED_independent_kraken_invades_city_attacked_alert  	"海妖已经到达了这里！"
PHRASE_CONDENSED_independent_kraken_invades_reason  	 	 		"由于他能够对付海妖，"
PHRASE_CONDENSED_independent_kraken_invades_no_reason  	 		""
PHRASE_CONDENSED_independent_kraken_invades_disembarked_alert  	    "海妖正在进攻城市！"

;****************cerberus invades******************************
PHRASE_independent_cerberus_invades_title 					"刻耳柏洛斯进攻！"
PHRASE_independent_cerberus_invades_oracle_prediction		"你好，[player_name]。我神谕所的先知，预见到刻耳柏洛斯将在一年之内开始进攻你的城市。"
